member_casual,end_station_name,end_count
member,Kostner Ave & Adams St,187
member,Sacramento Blvd & Addison St,186
member,Austin Blvd & Lake St,185
member,MLK Jr Dr & 63rd St,183
member,Wabash Ave & 87th St,182
member,Kilpatrick Ave & Parker Ave,180
member,Kedzie Ave & 48th Pl,177
member,Public Rack - Lawndale Ave & Diversey Ave,176
member,Komensky Ave & 31st St,169
member,Campbell Ave & Irving Park Rd,167
member,Princeton Ave & Garfield Blvd,166
member,Kedzie Ave & 21st St,165
member,Marshfield Ave & 44th St,158
member,Cottage Grove Ave & 67th St,158
member,Stony Island Ave & 75th St,155
member,Public Rack - Hamlin Ave & Fullerton Ave,154
member,Albany Ave & Belmont Ave,153
member,Central Park Ave & 24th St,152
member,Eastlake Ter & Howard St,150
member,Whipple/Irving Park,148
member,Lamon Ave & Belmont Ave,143
member,Morgan St & Pershing Rd,141
member,Campbell Ave & Montrose Ave (Temp),141
member,Jeffery Blvd & 67th St,138
member,May St & 69th St,137
member,Exchange Ave & 79th St,137
member,Maryland Ave & 104th St,137
member,State St & Pershing Rd,134
member,Kilbourn & Roscoe,132
member,Halsted St & 96th St,132
member,Phillips Ave & 79th St,132
member,Base - 2132 W Hubbard,126
member,Ashland Ave & Pershing Rd,125
member,Kenosha & Wellington,123
member,Public Rack - Spaulding Ave & North Ave,123
member,Central Ave & Roscoe St,121
member,Stony Island Ave & 64th St,120
member,Public Rack - Washtenaw Ave & Devon Ave,120
member,Western & 28th - Velasquez Institute Vaccination Site,119
member,Ping Tom Park (East),114
member,Austin Blvd & Chicago Ave,114
member,Hoyne Ave & 47th St,113
member,Central Ave & Madison St,113
member,Stony Island Ave & 82nd St,112
member,Mulligan Ave & Wellington Ave,112
member,Burnham Greenway & 112th St,111
member,Albany Ave & 26th St,110
member,Pulaski Rd & 21st St,110
member,Lavergne & Fullerton,106
member,Austin Blvd & Madison St,102
member,Public Rack - California Ave & Cortez St,102
member,Yates Blvd & 75th St,101
member,Stony Island Ave & 71st St,101
member,Homewood Ave & 115th St,100
member,Stony Island Ave & 67th St,100
member,N Damen Ave & W Chicago Ave,99
member,Public Rack - Spaulding Ave & Evergreen Ave,99
member,N Clark St & W Elm St,98
member,Kedzie Ave & Harrison St,98
member,Wentworth Ave & 63rd St,96
member,Evans Ave & 75th St,95
member,Kedzie Ave & 24th St,95
member,Kedzie Ave & 57th St,95
member,Shields Ave & 43rd St,94
member,Harlem & Irving Park,92
member,Summit Ave & 86th St,92
member,Elizabeth St & 92nd St,92
member,MLK Jr Dr & 83rd St,91
member,Kedzie Ave & Roosevelt Rd,90
member,Public Rack - Kostner Ave & Armitage Ave,89
member,Kostner Ave & Armitage Ave,88
member,Public Rack - Hamlin Ave & Montrose Ave,88
member,Lawndale Ave & 30th St,87
member,Rockwell St & Archer Ave,87
member,Sayre & Diversey,86
member,Long Ave & Belden Ave,86
member,Public Rack - Cicero Ave & Wrightwood Ave,86
member,Orange & Addison,85
member,MLK Jr Dr & 56th St,85
member,Halsted St & 73rd St,85
member,Rainbow Beach,84
member,State St & 54th St,83
member,Western Blvd & 48th Pl,83
member,Virginia Ave & Catalpa Ave,83
member,Public Rack - Christiana Ave & Belmont Ave,82
member,Pulaski Rd & 44th St,81
member,Harding Ave & 26th St,81
member,Laramie Ave & Madison St,80
member,Fullerton & Monitor,79
member,Cornell Dr & Hayes Dr,79
member,Halsted & 63rd - Kennedy-King Vaccination Site,79
member,Long Ave & Belmont Ave,78
member,Central Ave & Parker Ave,78
member,Public Rack - Racine Ave & 109th Pl,77
member,Olive Harvey College,74
member,Indiana Ave & 40th St,74
member,Lawler Ave & 50th St,73
member,Washtenaw Ave & Superior St,73
member,Public Rack - Kedzie Ave & Argyle St,73
member,Calumet Park,71
member,Cottage Grove Ave & 78th St,71
member,Cottage Grove Ave & 111th Pl,71
member,Ashland Ave & 50th St,70
member,Hyde Park Blvd & 55th St,70
member,Cottage Grove Ave & 71st St,70
member,Perry Ave & 69th St,69
member,Greenwood Ave & 97th St,69
member,Kostner Ave & Wrightwood Ave,69
member,Public Rack - Lockwood Ave & Diversey Ave,69
member,Central Ave & Lake St,68
member,Western Ave & Ardmore Ave,68
member,Washtenaw Ave & Peterson Ave,68
member,Stewart Ave & 83rd St,65
member,Western Ave & 111th St,65
member,Public Rack - Pulaski Rd & Armitage Ave,64
member,Richmond St & Lincoln Ave,63
member,Racine Ave & Garfield Blvd,63
member,Sacramento Blvd & Fulton Ave,63
member,Public Rack - Avers Ave & Irving Park Rd,63
member,Pulaski & Ann Lurie Pl,62
member,Western Ave & 104th St,62
member,Central Park Ave & Ohio St,62
member,Meade Ave & Diversey Ave,61
member,Archer Ave & 43rd St,60
member,Kildare Ave & 47th St,60
member,Jeffery Blvd & 76th St,60
member,Commercial Ave & 83rd St,60
member,Public Rack - Milwaukee Ave & School St,60
member,East End Ave & 87th St,58
member,Latrobe Ave & Chicago Ave,57
member,Hamlin Ave & 62nd Pl,56
member,Ashland Ave & 63rd St,56
member,Sacramento Blvd & Polk St,55
member,Public Rack - Washtenaw Ave & Superior St,55
member,Kildare & Cermak,54
member,Central Park & Augusta Blvd,53
member,Monticello Ave & Chicago Ave,53
member,Albany Ave & 16th St,52
member,Komensky Ave & 55th St,52
member,Christiana Ave & Archer Ave,52
member,Stony Island Ave & South Chicago Ave,52
member,Houston Ave & 92nd St,51
member,Spaulding Ave & 63rd St,51
member,Baltimore Ave & 87th St,50
member,Public Rack - Lowell Ave & Elston Ave,50
member,Public Rack - Woodlawn Ave & 63rd St - NE,50
member,Loomis Blvd & 84th St,50
member,Big Marsh Park,49
member,Stewart Ave & 63rd St,49
member,Kenton Ave & Palmer St,49
member,Sacramento Ave & Pershing Rd,49
member,Halsted St & 78th St,48
member,Dauphin Ave & 87th St,48
member,Phillips Ave & 83rd St,48
member,Pulaski Rd & Congress Pkwy,48
member,Laramie Ave & Kinzie St,47
member,Vincennes Ave & 104th St,47
member,Public Rack - Kenton Ave & Palmer St,47
member,Public Rack - Monticello Ave & Belmont Ave,47
member,Ellis Ave & 83rd St,46
member,Dauphin Ave & 103rd St,46
member,Washtenaw Ave & Madison St,46
member,Narragansett Ave & School St,46
member,Halsted St & 104th St,45
member,Prospect Sq & 91st St,44
member,Elizabeth St & 47th St,44
member,Central Park Blvd & 5th Ave,44
member,Ewing Ave & Burnham Greenway,44
member,California & 16th St,43
member,Public Rack - Keystone Ave & North Ave,43
member,Western Ave & Lake St,42
member,Kedzie Ave & 110th St,41
member,Walden Pkwy & 100th St,41
member,Kenton Ave & Madison St,41
member,Kilpatrick Ave & Grand Ave,41
member,Oglesby Ave & 100th St,41
member,Public Rack - Western Ave & Devon Ave,40
member,Halsted St & 69th St,39
member,Hale Ave & 107th St,38
member,Marquette Ave & 89th St,38
member,Burnham Greenway & 105th St,38
member,Cicero Ave & Wellington Ave,38
member,Public Rack - Pulaski Rd & 44th St,38
member,Avenue O & 118th St,38
member,Halsted St & 56th St,37
member,Halsted St & 111th St,37
member,Public Rack - Western Ave & Jarvis Ave,37
member,Public Rack - Milwaukee Ave & Haussen Ct,37
member,Public Rack - Jensen Park,37
member,Kilbourn & Belden,36
member,Ashland Ave & 66th St,36
member,Spaulding Ave & 16th St,36
member,Lamon Ave & Armitage Ave,36
member,Public Rack - Karlov Ave & Kamerling Ave,36
member,Public Rack - California Ave & Touhy Ave - NW,36
member,Vernon Ave & 75th St,35
member,Karlov Ave & Madison St,35
member,Public Rack - King Dr & 115th St,35
member,Throop St & 52nd St,34
member,Kedzie Ave & 52nd St,34
member,Hyde Park Blvd & 53rd St,34
member,Milwaukee Ave & Diversey Ave,34
member,Public Rack - Mozart Elementary School,34
member,Eberhart Ave & 91st St,33
member,Public Rack - Nagle Ave & Belmont Ave,33
member,Public Rack - Christiana Ave & Archer Ave,32
member,Clyde Ave & 87th St,31
member,Vernon Ave & 79th St,31
member,Meade Ave & Addison St,31
member,Fairfield Ave & 44th St,31
member,Base - 2132 W Hubbard Warehouse,31
member,Wood St & 47th St,30
member,Bennett Ave & 79th St,30
member,Cicero Ave & Grace St,30
member,Lawndale Ave & Diversey Ave,30
member,Public Rack - Austin Ave & Roscoe St,30
member,Public Rack - Penn Elementary School / KIPP Ascend Middle School,29
member,Tripp Ave & 65th St,29
member,St Louis Ave & 59th St,28
member,Constance Ave & 95th St,28
member,Western Ave & Jarvis Ave,28
member,Major Taylor Trail & 115th St,28
member,St Louis Ave & Norman Bobbins Ave,28
member,Public Rack - Cicero Ave & Roscoe St,28
member,Homan Ave & Fillmore St,28
member,Damen Ave & 59th St,28
member,Mozart St & Jackson Blvd,28
member,Public Rack - Calumet Ave & 51st St,28
member,Damen Ave & 33rd St,27
member,Hoyne Ave & 34th St,27
member,Yates Blvd & 93rd St,27
member,Oak Park & Wellington,27
member,Central Ave & Harrison St,27
member,Commercial Ave & 130th St,27
member,Public Rack - State ST & 42nd St,27
member,Public Rack - Evans Ave & 63rd St,27
member,Public Rack - Loomis St & 87th St,27
member,Kostner Ave & 63rd St,26
member,Greenwood Ave & 79th St,26
member,Nagle Ave & Belmont Ave,26
member,Public Rack - Rockwell Ave & Touhy Ave ,26
member,Torrence Ave & 106th St,26
member,Loomis St & 89th St,25
member,Cicero Ave & Flournoy St,25
member,Stony Island Ave & 90th St,25
member,Homewood Ave & Monterey Ave,25
member,Martin Luther King Dr & 111th St,25
member,Narragansett & McLean,24
member,Eggleston Ave & 69th St,24
member,Monticello Ave & Belmont Ave,24
member,Public Rack - Avondale Ave & Addison St,24
member,Mason Ave & Belmont Ave,24
member,Public Rack - McCormick Blvd & Devon Ave,24
member,Pulaski Rd & Lake St,23
member,Cicero Ave & Wrightwood Ave,23
member,North Ave & New England Ave,23
member,Central Park Ave & Douglas Blvd,23
member,Public Rack - Rockwell & Division,23
member,Public Rack - Kildare Ave & Division St,23
member,Public Rack - Pulaski Rd & Fullerton Ave,23
member,Spaulding Ave & Evergreen Ave,23
member,Artesian Ave & 55th St,23
member,Shabbona Park,22
member,Lawndale Ave & 111th St,22
member,Ashland Ave & Garfield Blvd,22
member,Avenue O & 134th St,22
member,Hamlin Ave & Fullerton Ave,22
member,Loomis St & 87th St,21
member,Halsted St & 59th St,21
member,Ashland Ave & 74th St,21
member,Public Rack - Christiana Ave & Lawrence Ave,21
member,Tripp Ave & 31st St,21
member,Public Rack - Sacramento Ave & Devon Ave,21
member,State St & 76th St,20
member,Wabash Ave & 83rd St,20
member,Ashland Ave & 78th St,20
member,Harold Washington Park,20
member,Lamon Ave & Chicago Ave,20
member,Hamlin Ave & Montrose Ave,20
member,California Ave & Marquette Rd,20
member,Public Rack - Campbell Ave & Pratt Blvd,20
member,Public Rack - Laramie Ave & Belmont Ave,20
member,Nordica & Medill,20
member,Public Rack - Keystone Ave & Irving Park Rd,20
member,Tripp Ave & 15th St,19
member,Indiana Ave & 103rd St,19
member,Public Rack - Fairfield Ave & 63rd St,19
member,Public Rack - Woodlawn Ave & 63rd St N,19
member,Public Rack - Milwaukee Ave & Addison St,19
member,Sacramento Ave & 25th St,19
member,Lawndale Ave & 16th St,19
member,Damen Ave & 51st St,18
member,Kostner Ave & Lake St,18
member,Rockwell St & 57th St,18
member,Francisco Ave & Hollywood Ave,18
member,Midway Orange Line,17
member,Doty Ave & 111th St,17
member,Halsted St & 63rd St,17
member,Woodlawn Ave & 75th St,17
member,Public Rack - Kimbark Ave & 67th St,17
member,Public Rack - Fullerton Ave & Narragansett Ave,17
member,Bloomingdale Ave & Harlem Ave,17
member,Laramie Ave & Gladys Ave,17
member,Mozart Elementary School,17
member,Public Rack - California Ave & Devon Ave - NW,17
member,Pullman - Walmart,16
member,Harlem Ave & Grace St,16
member,Michigan Ave & 71st St,16
member,Public Rack - Chopin Park,16
member,Public Rack - Brainerd Park,16
member,Public Rack - Kostner Ave & North Ave,16
member,Public Rack - Kostner Ave & Diversey Ave,16
member,Commercial Ave & 100th St,16
member,Homan Ave & 65th St,15
member,Kildare Ave & 55th St,15
member,Kimbark Ave & 67th St,15
member,Racine Ave & 109th Pl,15
member,Western Ave & 79th St,15
member,Hegewisch Metra Station,15
member,Springfield Ave & 47th St,15
member,South Chicago Ave & 83rd St,15
member,Cicero Ave & Lake St,15
member,Elizabeth St & 59th St,15
member,Pulaski Rd & 60th St,15
member,Wilton Ave & Diversey Pkwy - Charging,15
member,Public Rack - Kilbourn Ave & Fullerton Ave,15
member,Rhodes Ave & 71st St,14
member,Oketo Ave & Addison St,14
member,Francisco Ave & 47th St,14
member,Spaulding Ave & North Ave,14
member,Calumet Ave & 71st St,14
member,Marshfield Ave & 59th St,13
member,California Ave & Devon Ave - NE,13
member,Public Rack - California Ave & Devon Ave - NE,13
member,Seeley Ave & Garfield Blvd,13
member,Public Rack - Sacramento Ave & Greenleaf Ave,13
member,W 103rd St & S Avers Ave,13
member,Keystone Ave & North Ave,13
member,Vernon Ave & 107th St,13
member,Greenwood Ave & 91st St,13
member,Kedzie Ave & 54th St - SW,13
member,Western Ave & 28th St,13
member,Ada St & 113th St,12
member,Damen Ave & 74th St,12
member,Albany Ave & 63rd St,12
member,Long Ave & North Ave,12
member,Richmond St & 59th St,12
member,Western Blvd & 49th St,12
member,Michigan Ave & 114th St,12
member,Pulaski Rd & Fullerton Ave,12
member,Public Rack - Drake Ave & Leland Ave,12
member,Public Rack - Sawyer Ave & Lawrence Ave,12
member,Public Rack - Karlov Ave & Milwaukee Ave,12
member,Bissell St & Armitage Ave - Charging,12
member,Christiana Ave & Belmont Ave,12
member,Morgan St & 95th St,12
member,Public Rack - Hoyne Ave & 110th Pl,12
member,Cicero Ave & Quincy St,11
member,Vincennes Ave & 75th St,11
member,Major Taylor Trail & 124th St,11
member,Public Rack - Harold Washington Park,11
member,Newcastle Ave & Belden Ave,11
member,Lafayette Ave & 95th St,11
member,Avers Ave & Irving Park Rd,11
member,Public Rack - Pullman - Walmart,11
member,Public Rack - Walden Pkwy & 103rd St,11
member,Public Rack - Hyde Park Blvd & 55th St,11
member,Woodlawn & 103rd - Olive Harvey Vaccination Site,11
member,Pulaski Rd & 51st Rd,11
member,532 E 43rd St,10
member,Racine Ave & 74th St,10
member,California Ave & 36th St,10
member,Cottage Grove Ave & 111th St,10
member,Public Rack - Avers Ave & Ogden Ave,10
member,Public Rack - Normal Ave & 111th St,10
member,Plainfield & Irving Park,10
member,Cottage Grove Ave & 98th St,10
member,Western Ave & 62nd St,10
member,Whipple St & Roosevelt Rd,10
member,Brandon Ave & 91st St,10
member,Altgeld Gardens,10
member,Public Rack - Cicero Ave & Wellington Ave,10
member,Kedzie Ave & 45th St,9
member,Kedzie Ave & 61st Pl,9
member,Kedzie Ave & 63rd St,9
member,Cottage Grove Ave & 87th St,9
member,Major Ave & Bloomingdale Ave,9
member,Public  Rack - Albany Ave & 63rd St,9
member,Public Rack - Cicero Ave & North Ave,9
member,Public Rack - Laramie Ave & Fullerton Ave,9
member,Public Rack - Hyde Park Blvd & 53rd St,9
member,Prairie Ave & 47th St - midblock,9
member,Campbell Ave & 51st St,9
member,Kenneth Ave & 50th St,9
member,Langley Ave & 79th St,9
member,Maplewood Ave & 59th St,9
member,Racine Ave & 65th St,9
member,Carpenter St & 63rd St,9
member,Public Rack - Spaulding Ave & Bryn Mawr Ave,9
member,Wentworth Ave & 104th St,9
member,Public Rack - Lake Shore Dr & Hayes Dr,9
member,Public Rack - Menard Ave & Dakin St - midblock,9
member,Greenwood Ave & Lake Park Ave,9
member,Public Rack - Austin Ave & Wrightwood Ave,9
member,Lowell Ave & Elston Ave,9
member,Kedzie Ave & 64th St - SW,8
member,Public Rack - King Dr & Oakwood Blvd,8
member,Public Rack - Western Blvd & 49th St,8
member,Public Rack - California Ave & Ogden Ave,8
member,Public Rack - Woodlawn Ave & 63rd St - SE,8
member,Public Rack - Prairie Ave & Garfield Blvd,8
member,La Villita Park (Albany/30th),8
member,Public Rack - Saginaw Ave & 93rd St,8
member,Rockwell St & 63rd St,7
member,Central Ave & George St,7
member,Laramie Ave & Belmont Ave,7
member,Milwaukee Ave & School St,7
member,Public Rack - Hamlin Ave & Grand Ave,7
member,Public Rack - Kimball Ave & Carmen Ave,7
member,Claremont Ave & 71st St,7
member,Kedzie Ave & 58th St,7
member,Neva Ave & Grand Ave,7
member,Public Rack - Spaulding Ave & Foster Ave,7
member,Cottage Grove & 86th St,7
member,Public Rack - Grand Ave & North Ave,7
member,Public Rack - Chase Ave & Touhy Ave - NE,7
member,Steelworkers Park,7
member,Bradley Park,7
member,Troy Ave & 27th St,7
member,Kildare Ave & Division St,7
member,Kedzie Ave & 54th St - SE,6
member,S Aberdeen St & W 106th St,6
member,Talman Ave & 51st St - midblock,6
member,Narragansett Ave & Fullerton Ave,6
member,Public Rack - Kedvale Ave & Avondale Ave,6
member,Public Rack - Fullerton Ave & Lavergne Ave,6
member,Racine Ave & 61st St,6
member,Menard Ave & Dakin St - midblock,6
member,Public Rack - Kedzie Ave & Archer Ave,6
member,Keystone Ave & Irving Park Rd,6
member,Public Rack - Kedzie Ave & 54th St - SE,6
member,Albany Ave & Douglas Blvd,6
member,Public Rack - Narragansett Ave & Fullerton Ave,6
member,Eberhart Ave & 131st St,6
member,Public Rack - Exchange Ave & 73rd Pl,6
member,Cottage Grove Ave & 75th St,6
member,Public Rack - Linder Ave & Belmont Ave,6
member,Public Rack - Throop St & 109th Pl,6
member,Menard Ave & North Ave,6
member,Public Rack - Champlain Ave & 65th St,6
member,Public Rack - Greenwood Ave & Lake Park Ave,6
member,Roscoe & Harlem,5
member,Hoyne Ave & 110th Pl,5
member,Kildare Ave & 26th St,5
member,Troy St & Jackson Blvd,5
member,Forrestville Ave & 47th St,5
member,Public Rack - Tripp Ave & North Ave,5
member,Public Rack - Melvina Ave & Belmont Ave,5
member,Public Rack - Jonathan Y Scammon Public School,5
member,Public Rack - Western Ave & 96th St,5
member,Public Rack - Prairie Ave & 47th St ,5
member,Leamington Ave & Hirsch St,5
member,Harriet E Sayre Public School,5
member,Public Rack - Eberhart Ave & 61st St,5
member,Spaulding Ave & Bryn Mawr Ave,5
member,Eggleston Ave & 92nd St,5
member,California Ave & 29th St,5
member,Milwaukee Ave & Addison St,5
member,California Ave & Touhy Ave - NW,5
member,Public Rack - Central Park Ave & Fillmore St,5
member,Public Rack - Wood St & 47th St,5
member,Public Rack - Pulaski Rd & 65th St,5
member,Public Rack - Central Ave & George St,5
member,Kildare Ave & Chicago Ave,5
member,Public Rack - Kedzie Ave & Chicago Ave,5
member,Public Rack - Stewart Ave & 123rd St,5
member,Oglesby Ave & 95th St,4
member,Lavergne Ave & 46th St,4
member,Kimball Ave & Carmen Ave,4
member,Sacramento Ave & Devon Ave,4
member,N Narragansett Ave & Grand Ave,4
member,Public Rack - Kedzie Ave & 62nd Pl,4
member,Public Rack - Pulaski Rd & Lake St,4
member,Public Rack - Cicero Ave & Le Moyne St - midblock,4
member,Ashland Ave & 71st St,4
member,Public Rack - St Louis Ave & Berteau Ave,4
member,Keeler Ave & Roosevelt Rd,4
member,Public Rack - Sacramento Blvd & Division St,4
member,California Ave & Devon Ave - NW,4
member,Public Rack - Rockwell & 111th St,4
member,Public Rack - Cicero Ave & Altgeld St,4
member,Public Rack - Cottage Grove Ave & 87th St,4
member,Komensky Ave & 59th St,4
member,Public Rack - Kedvale Ave & Addison St,4
member,Public Rack - Kolin Ave & Archer Ave,4
member,NewHastings,4
member,Menard Ave & Division St,4
member,Rockwell Ave & Touhy Ave ,4
member,Public Rack - Longwood Dr & 111th St,4
member,Kedzie Ave & Argyle St,4
member,Milwaukee Ave & Haussen Ct,4
member,Public Rack - Western Ave & 47th Pl,4
member,Hiawatha Park,4
member,Augusta Blvd & Laramie Ave,4
member,Austin Ave & Wrightwood Ave,4
member,Public Rack - Menard Ave & Grand Ave,4
member,Public Rack - Christiana Ave & Bryn Mawr Ave,4
member,Public Rack - Lawndale Ave & 63rd St,4
member,Public Rack - Austin Blvd & North Ave,4
member,Marquette Ave & 79th St,4
member,Mayfield & Roosevelt Rd,4
member,Torrence Ave & 126th Pl,4
member,S Wentworth Ave & W 111th St,4
member,Pulaski & 52nd,3
member,Langley Ave & 105th Pl,3
member,Laramie Ave & Fullerton Ave,3
member,Public Rack - Hamlin Ave & Madison St,3
member,Public Rack - Lafayette Ave & 95th St,3
member,Public Rack - Peterson Ave & Drake Ave,3
member,Public Rack - California Ave & Pershing Rd,3
member,Divvy Valet - Oakwood Beach,3
member,Public Rack - Central Ave & Corcoran Pl,3
member,Karlov Ave & Kamerling Ave,3
member,Public Rack - Lawndale Ave & Polk St,3
member,Public Rack - Oketo Ave & Belmont Ave,3
member,Harding Ave & 47th St,3
member,Panama Ave & Grace St,3
member,Laramie Ave & Grand Ave,3
member,Menard Ave & Agusta Blvd,3
member,DIVVY CASSETTE REPAIR MOBILE STATION,3
member,Public Rack - Laramie Ave & Grand Ave,3
member,Public Rack - Forrestville Ave & 47th St,3
member,Western Ave & 116th St,3
member,Evans Ave & 63rd St,3
member,McVicker Ave & Grand Ave,3
member,Public Rack - Legler Regional Library,3
member,Damen Ave & 47th St,3
member,Perry Ave & 108th Pl,3
member,Kedzie Ave & 104th St,3
member,Hamilton Ave & 95th St,3
member,Marshfield Ave & 45th St,3
member,Lincoln Ave & Roscoe St - Charging,3
member,Public Rack - Brandon Ave & 91st St,3
member,Public Rack - Foster Ave & Drake Ave,3
member,Public Rack - N Narragansett Ave & Grand Ave,3
member,Bishop St & 46th St,3
member,Sawyer Ave & 111th St,3
member,Harvey Ave & North Ave,3
member,Longwood Dr & 111th St,3
member,Western Ave & 105th St,3
member,Ashland Ave & 45th St - midblock south,3
member,Yates Blvd & Exchange Ave,3
member,Western Ave & 92nd Pl,3
member,Pulaski Rd & Armitage Ave,3
member,South Chicago Ave & Elliot Ave,3
member,Waller Ave & Chicago Ave,3
member,Sawyer Ave & Lawrence Ave,3
member,Hamlin Ave & Chicago Ave,3
member,Stony Is Ave & 73rd St,3
member,Archer Park,2
member,Ewing Ave & 96th St,2
member,Cottage Grove & 85th St,2
member,Public Rack - Ashland Ave & 76th St,2
member,Public Rack - Homan Ave & Roosevelt,2
member,Public Rack - Harvey Ave & North Ave,2
member,Public Rack - Kedzie Ave & 61st Pl W,2
member,Public Rack - Lake Park Ave & 47th St,2
member,Public Rack - Woodlawn Ave & 63rd St S,2
member,Public Rack - 111th St - Morgan Park Metra,2
member,Public Rack - Cicero Ave & Cortland St - midblock,2
member,Park Manor Elementary School,2
member,Public Rack - Ashland Ave & 71st St,2
member,Public Rack - Halsted St & 64th St,2
member,Public Rack - Kedzie Ave & 54th Pl,2
member,Public Rack - Austin Ave & Wellington Ave,2
member,Walden Pkwy & 99th St,2
member,Public Rack - Neva Ave & Grand Ave,2
member,Public Rack - Vincennes Ave & 77th St,2
member,Public Rack - Halsted St & 95th St - SE,2
member,Public Rack - Laramie Ave & Warwick Ave,2
member,Harper Ave & 63rd St,2
member,Public Rack - Western Ave & 110th St,2
member,Halsted St & 76th St,2
member,Public Rack - Eli Whitney Public School,2
member,Avers Ave & Archer Ave,2
member,Albany Ave & 111th St - NW,2
member,State St & 123rd St,2
member,Public Rack - Western Ave & 100th St,2
member,Hastings WH 2,2
member,Chappel Ave & 71st St,2
member,Latrobe Ave & Lake St,2
member,Kedzie Ave & Archer Ave,2
member,Mackinaw Ave & 108th St,2
member,Chase Ave & Touhy Ave - NW,2
member,Public Rack - Paxton Ave & 79th St,2
member,Public Rack - Latrobe Ave & Lake St,2
member,Public Rack - Menard Ave & Agusta Blvd,2
member,Public Rack - Menard Ave & Belmont Ave,2
member,Public Rack - Halsted St & 95th St - SW,2
member,Walden Pkwy & 103rd St,2
member,Calumet Ave & Garfield Blvd,2
member,Lafayette Ave & 87th St - NW,2
member,Public Rack - West Chatham Park,2
member,Public Rack - Laflin St & 51st St,2
member,Public Rack - Langley Ave & 79th St,2
member,Public Rack - Pulaski Rd & Roosevelt Rd,2
member,Public Rack - California Ave & Touhy Ave - SW,2
member,Public Rack - Kostner Ave & Wrightwood Ave,2
member,Houston Ave & 91st St,2
member,Public Rack - Michigan Ave & 113th St,2
member,Abbott Park,2
member,Kostner Ave & North Ave,2
member,Martin Luther King Dr & 44th St,2
member,Public Rack - Lorel Ave & Grand Ave,2
member,Public Rack - Harriet E Sayre Public School,2
member,Public Rack - Roswell B. Mason Elementary School,2
member,Public Rack - Pullman - Planet Fitness,2
member,Washtenaw Ave & 63rd St,2
member,Colfax Ave & 83rd St,2
member,Avenue L & 114th St,2
member,Avenue M & 132nd St,2
member,Springfield Ave & 63rd St,2
member,Public Rack - Chase Ave & Touhy Ave - NW,2
member,Public Rack - Leclaire Ave & Division St,2
member,Sawyer Ave & Bryn Mawr Ave - SE,2
member,Public Rack - Pullman Community Center,2
member,Public Rack - Michigan Ave & 107th St,2
member,Public Rack - Cottage Grove Ave & 92nd St,2
member,Public Rack - Central Park Ave & Ogden Ave,2
member,Public Rack - Washington Park Ct & 51st St,2
member,Commercial Ave & 89th St,2
member,Austin Ave & Wellington Ave - midblock,2
member,10101 S Stony Island Ave,2
member,Public Rack - Wentworth Ave & 79th St,2
member,Public Rack - Peterson Ave & Bernard Ave,2
member,Public Rack - Martin Luther King Dr & 44th St,2
member,Morgan St & 103rd St,2
member,Emerald Ave & 43rd St,2
member,Lavergne Ave & Division St,2
member,Public Rack - Vincennes Ave & 95th St,2
member,Brighton Park Branch Chicago Library,2
member,Racine Ave & 76th,1
member,Kedvale Ave & 63rd St,1
member,Western Ave & 100th St,1
member,Lake Park Ave & 44th St,1
member,Halsted St & 95th St - SW,1
member,Kilbourn Ave & Fullerton Ave,1
member,63rd & Western Ave - south corner,1
member,Public Rack - Halsted St & 63rd St,1
member,Public Rack - Pulaski Rd & 15th St,1
member,Public Rack - Stony Island & 87th St,1
member,Public Rack - Division St & Christiana Ave,1
member,Public Rack - Sawyer Ave & Chicago Ave,1
member,Kenneth Ave & 63rd St,1
member,Baltimore Ave & 133rd St,1
member,Lorel Ave & Chicago Ave,1
member,Public Rack - Pulaski Rd & 40th St,1
member,Public Rack - Ashland Ave & 91st St,1
member,Avenue J & 112th St,1
member,Hamlin Ave & Grand Ave,1
member,Cicero Ave & Altgeld St,1
member,Cottage Grove & 84th St,1
member,Public Rack - Kedvale Ave & 63rd St W,1
member,California Ave & Pershing Rd,1
member,Public Rack - Marshfield Ave & 87th St,1
member,Public Rack - Central Ave & North Ave,1
member,Ewing Ave & 105th St,1
member,Bennett Ave & 96th St,1
member,Parnell Ave & 98th St,1
member,Cicero Ave & North Ave,1
member,Muskegon Ave & 89th St,1
member,Melvina Ave & Belmont Ave,1
member,Public Rack - May St & 78th St,1
member,Public Rack - Racine Ave & 76th,1
member,Public Rack - Cottage Grove & 85th St,1
member,Public Rack - Ewing Ave & 106th St NW,1
member,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,1
member,Menard Ave & Adams Blvd,1
member,Menard Ave & Grand Ave,1
member,Public Rack - Laflin St &51st ST,1
member,Public Rack - Western Ave & 107th St,1
member,Ewing Ave & 99th St,1
member,Public Rack - Hamlin Ave & Chicago Ave,1
member,Public Rack - Kostner Ave & Lake St,1
member,Public Rack - South Shore Dr & 71st St,1
member,Austin Blvd & North Ave,1
member,Marshfield Ave & 87th St,1
member,McCormick Blvd & Devon Ave,1
member,Public Rack - Wood St & 103rd St,1
member,63rd & Western Ave - north corner,1
member,Public Rack - Kedzie Ave & 58th St,1
member,Public Rack - Austin Ave & Wellington Ave - midblock,1
member,Michigan Ave & 110th St,1
member,Menard Ave & Belmont Ave,1
member,Western Ave & 111th St - NW,1
member,Michele Clark Magnet High School,1
member,Public Rack - Green St & 103rd St,1
member,Public Rack - Ewing Ave & 106th St,1
